"unattempted","wrong","correct","partCorrect1m","partCorrect2m","partCorrect3m","subject","paper","year","qaNum","qaType","markScheme","right","tot","wOtot","uOtot","cOtot","rOtot","not.rOtot"
23035,357336,99280,NA,NA,NA,"chemistry","1","2012",14,"MultCorrAns","+03",99280,479651,0.745,0.048,0.207,0.207,0.793
31004,353781,94866,NA,NA,NA,"chemistry","1","2012",15,"MultCorrAns","+03",94866,479651,0.738,0.065,0.198,0.198,0.802
63377,335585,80689,NA,NA,NA,"chemistry","1","2012",16,"SingDigitInteger","+03",80689,479651,0.7,0.132,0.168,0.168,0.832
35871,332962,110818,NA,NA,NA,"chemistry","1","2012",17,"SingDigitInteger","+03",110818,479651,0.694,0.075,0.231,0.231,0.769
44035,381003,54613,NA,NA,NA,"chemistry","1","2012",18,"SingDigitInteger","+03",54613,479651,0.794,0.092,0.114,0.114,0.886
80561,324577,74513,NA,NA,NA,"chemistry","1","2012",19,"SingDigitInteger","+03",74513,479651,0.677,0.168,0.155,0.155,0.845
56005,322310,101336,NA,NA,NA,"chemistry","1","2012",20,"SingDigitInteger","+03",101336,479651,0.672,0.117,0.211,0.211,0.789
166864,141994,170793,NA,NA,NA,"chemistry","2","2012",1,"SingCorrAns","-103",170793,479651,0.296,0.348,0.356,0.356,0.644
140062,234408,105181,NA,NA,NA,"chemistry","2","2012",2,"SingCorrAns","-103",105181,479651,0.489,0.292,0.219,0.219,0.781
50329,274468,154854,NA,NA,NA,"chemistry","2","2012",4,"SingCorrAns","-103",154854,479651,0.572,0.105,0.323,0.323,0.677
289686,136512,53453,NA,NA,NA,"chemistry","2","2012",5,"SingCorrAns","-103",53453,479651,0.285,0.604,0.111,0.111,0.889
152920,242692,84039,NA,NA,NA,"chemistry","2","2012",6,"SingCorrAns","-103",84039,479651,0.506,0.319,0.175,0.175,0.825
190439,198617,90595,NA,NA,NA,"chemistry","2","2012",7,"SingCorrAns","-103",90595,479651,0.414,0.397,0.189,0.189,0.811
134363,267362,77926,NA,NA,NA,"chemistry","2","2012",8,"SingCorrAns","-103",77926,479651,0.557,0.28,0.162,0.162,0.838
131991,240246,107414,NA,NA,NA,"chemistry","2","2012",9,"ParaSingleAns","-103",107414,479651,0.501,0.275,0.224,0.224,0.776
266674,146173,66804,NA,NA,NA,"chemistry","2","2012",10,"ParaSingleAns","-103",66804,479651,0.305,0.556,0.139,0.139,0.861
253119,154927,71605,NA,NA,NA,"chemistry","2","2012",11,"ParaSingleAns","-103",71605,479651,0.323,0.528,0.149,0.149,0.851
170495,165182,143974,NA,NA,NA,"chemistry","2","2012",12,"ParaSingleAns","-103",143974,479651,0.344,0.355,0.3,0.3,0.7
189794,204591,85266,NA,NA,NA,"chemistry","2","2012",13,"ParaSingleAns","-103",85266,479651,0.427,0.396,0.178,0.178,0.822
203753,186721,89177,NA,NA,NA,"chemistry","2","2012",14,"ParaSingleAns","-103",89177,479651,0.389,0.425,0.186,0.186,0.814
13836,364234,101581,NA,NA,NA,"chemistry","2","2012",15,"MultCorrAns","+03",101581,479651,0.759,0.029,0.212,0.212,0.788
26250,341991,111410,NA,NA,NA,"chemistry","2","2012",16,"MultCorrAns","+03",111410,479651,0.713,0.055,0.232,0.232,0.768
30070,415369,34212,NA,NA,NA,"chemistry","2","2012",17,"MultCorrAns","+03",34212,479651,0.866,0.063,0.071,0.071,0.929
5419,413193,61039,NA,NA,NA,"chemistry","2","2012",18,"MultCorrAns","+03",61039,479651,0.861,0.011,0.127,0.127,0.873
37570,410164,31917,NA,NA,NA,"chemistry","2","2012",19,"MultCorrAns","+03",31917,479651,0.855,0.078,0.067,0.067,0.933
13796,417086,48769,NA,NA,NA,"chemistry","2","2012",20,"MultCorrAns","+03",48769,479651,0.87,0.029,0.102,0.102,0.898
191340,203591,84720,NA,NA,NA,"maths","1","2012",1,"SingCorrAns","-103",84720,479651,0.424,0.399,0.177,0.177,0.823
143611,251092,84948,NA,NA,NA,"maths","1","2012",2,"SingCorrAns","-103",84948,479651,0.523,0.299,0.177,0.177,0.823
146738,261580,71333,NA,NA,NA,"maths","1","2012",3,"SingCorrAns","-103",71333,479651,0.545,0.306,0.149,0.149,0.851
149376,137346,192929,NA,NA,NA,"maths","1","2012",4,"SingCorrAns","-103",192929,479651,0.286,0.311,0.402,0.402,0.598
192794,219264,67593,NA,NA,NA,"maths","1","2012",5,"SingCorrAns","-103",67593,479651,0.457,0.402,0.141,0.141,0.859
237281,172660,69710,NA,NA,NA,"maths","1","2012",6,"SingCorrAns","-103",69710,479651,0.36,0.495,0.145,0.145,0.855
181859,210324,87468,NA,NA,NA,"maths","1","2012",7,"SingCorrAns","-103",87468,479651,0.438,0.379,0.182,0.182,0.818
245369,152557,81725,NA,NA,NA,"maths","1","2012",8,"SingCorrAns","-103",81725,479651,0.318,0.512,0.17,0.17,0.83
287156,141640,50855,NA,NA,NA,"maths","1","2012",9,"SingCorrAns","-103",50855,479651,0.295,0.599,0.106,0.106,0.894
287944,123080,68627,NA,NA,NA,"maths","1","2012",10,"SingCorrAns","-103",68627,479651,0.257,0.6,0.143,0.143,0.857
78802,389303,11546,NA,NA,NA,"maths","1","2012",11,"MultCorrAns","+03",11546,479651,0.812,0.164,0.024,0.024,0.976
66634,398550,14467,NA,NA,NA,"maths","1","2012",12,"MultCorrAns","+03",14467,479651,0.831,0.139,0.03,0.03,0.97
71848,366548,41255,NA,NA,NA,"maths","1","2012",13,"MultCorrAns","+03",41255,479651,0.764,0.15,0.086,0.086,0.914
40431,295919,143301,NA,NA,NA,"maths","1","2012",14,"MultCorrAns","+03",143301,479651,0.617,0.084,0.299,0.299,0.701
65318,319249,95084,NA,NA,NA,"maths","1","2012",15,"MultCorrAns","+03",95084,479651,0.666,0.136,0.198,0.198,0.802
51249,398674,29728,NA,NA,NA,"maths","1","2012",16,"SingDigitInteger","+03",29728,479651,0.831,0.107,0.062,0.062,0.938
64390,369908,45353,NA,NA,NA,"maths","1","2012",17,"SingDigitInteger","+03",45353,479651,0.771,0.134,0.095,0.095,0.905
60993,394718,23940,NA,NA,NA,"maths","1","2012",18,"SingDigitInteger","+03",23940,479651,0.823,0.127,0.05,0.05,0.95
65019,330702,83930,NA,NA,NA,"maths","1","2012",19,"SingDigitInteger","+03",83930,479651,0.689,0.136,0.175,0.175,0.825
76087,298661,104903,NA,NA,NA,"maths","1","2012",20,"SingDigitInteger","+03",104903,479651,0.623,0.159,0.219,0.219,0.781
221831,171840,85980,NA,NA,NA,"maths","2","2012",1,"SingCorrAns","-103",85980,479651,0.358,0.462,0.179,0.179,0.821
256491,126659,96501,NA,NA,NA,"maths","2","2012",2,"SingCorrAns","-103",96501,479651,0.264,0.535,0.201,0.201,0.799
206218,176892,96541,NA,NA,NA,"maths","2","2012",3,"SingCorrAns","-103",96541,479651,0.369,0.43,0.201,0.201,0.799
184808,212740,82103,NA,NA,NA,"maths","2","2012",4,"SingCorrAns","-103",82103,479651,0.444,0.385,0.171,0.171,0.829
309270,92004,78377,NA,NA,NA,"maths","2","2012",5,"SingCorrAns","-103",78377,479651,0.192,0.645,0.163,0.163,0.837
208232,222311,49108,NA,NA,NA,"maths","2","2012",6,"SingCorrAns","-103",49108,479651,0.463,0.434,0.102,0.102,0.898
164146,216683,98822,NA,NA,NA,"maths","2","2012",7,"SingCorrAns","-103",98822,479651,0.452,0.342,0.206,0.206,0.794
217797,162252,99602,NA,NA,NA,"maths","2","2012",8,"SingCorrAns","-103",99602,479651,0.338,0.454,0.208,0.208,0.792
174205,247171,58275,NA,NA,NA,"maths","2","2012",9,"ParaSingleAns","-103",58275,479651,0.515,0.363,0.121,0.121,0.879
246737,171452,61462,NA,NA,NA,"maths","2","2012",10,"ParaSingleAns","-103",61462,479651,0.357,0.514,0.128,0.128,0.872
218876,212030,48745,NA,NA,NA,"maths","2","2012",11,"ParaSingleAns","-103",48745,479651,0.442,0.456,0.102,0.102,0.898
224040,199213,56398,NA,NA,NA,"maths","2","2012",12,"ParaSingleAns","-103",56398,479651,0.415,0.467,0.118,0.118,0.882
156554,188888,134209,NA,NA,NA,"maths","2","2012",13,"ParaSingleAns","-103",134209,479651,0.394,0.326,0.28,0.28,0.72
149341,243074,87236,NA,NA,NA,"maths","2","2012",14,"ParaSingleAns","-103",87236,479651,0.507,0.311,0.182,0.182,0.818
47419,385994,46238,NA,NA,NA,"maths","2","2012",15,"MultCorrAns","+03",46238,479651,0.805,0.099,0.096,0.096,0.904
30617,368811,80223,NA,NA,NA,"maths","2","2012",16,"MultCorrAns","+03",80223,479651,0.769,0.064,0.167,0.167,0.833
37748,351139,90764,NA,NA,NA,"maths","2","2012",17,"MultCorrAns","+03",90764,479651,0.732,0.079,0.189,0.189,0.811
15697,321028,142926,NA,NA,NA,"maths","2","2012",18,"MultCorrAns","+03",142926,479651,0.669,0.033,0.298,0.298,0.702
23266,323455,132930,NA,NA,NA,"maths","2","2012",19,"MultCorrAns","+03",132930,479651,0.674,0.049,0.277,0.277,0.723
