unattempted,wrong,correct,partCorrect1m,partCorrect2m,partCorrect3m,subject,paper,year,qaNum,qaType,markScheme,right,tot,wOtot,uOtot,cOtot,rOtot,not.rOtot,tmpQOSjads-ocr-tillY2014P2,jeeadvqaNum,jeeadvqaType,jeeadvmarkScheme,YP,2020Feb17tmpQOSjads-ocr-tillY2014P2,2020Feb19tmpQOSjads-ocr-tillY2014P2,values2020Feb19tmpQOSjads-ocr-tillY2014P2
266674,146173,66804,NA,NA,NA,chemistry,2,2012,10,ParaSingleAns,-103,66804,479651,0.305,0.556,0.139,0.139,0.861,91,30,ParaSingleAns,mark-103,Y2012P2,94,91,91
253119,154927,71605,NA,NA,NA,chemistry,2,2012,11,ParaSingleAns,-103,71605,479651,0.323,0.528,0.149,0.149,0.851,89,31,ParaSingleAns,mark-103,Y2012P2,92,89,89
170495,165182,143974,NA,NA,NA,chemistry,2,2012,12,ParaSingleAns,-103,143974,479651,0.344,0.355,0.3,0.3,0.7,90,32,ParaSingleAns,mark-103,Y2012P2,93,90,90
189794,204591,85266,NA,NA,NA,chemistry,2,2012,13,ParaSingleAns,-103,85266,479651,0.427,0.396,0.178,0.178,0.822,94,33,ParaSingleAns,mark-103,Y2012P2,97,94,94
203753,186721,89177,NA,NA,NA,chemistry,2,2012,14,ParaSingleAns,-103,89177,479651,0.389,0.425,0.186,0.186,0.814,93,34,ParaSingleAns,mark-103,Y2012P2,96,93,93
13836,364234,101581,NA,NA,NA,chemistry,2,2012,15,MultCorrAns,3,101581,479651,0.759,0.029,0.212,0.212,0.788,97,35,MultCorrAns,mark+003,Y2012P2,100,97,97
26250,341991,111410,NA,NA,NA,chemistry,2,2012,16,MultCorrAns,3,111410,479651,0.713,0.055,0.232,0.232,0.768,96,36,MultCorrAns,mark+003,Y2012P2,99,96,96
30070,415369,34212,NA,NA,NA,chemistry,2,2012,17,MultCorrAns,3,34212,479651,0.866,0.063,0.071,0.071,0.929,98,37,MultCorrAns,mark+003,Y2012P2,101,98,98
5419,413193,61039,NA,NA,NA,chemistry,2,2012,18,MultCorrAns,3,61039,479651,0.861,0.011,0.127,0.127,0.873,95,38,MultCorrAns,mark+003,Y2012P2,98,95,95
37570,410164,31917,NA,NA,NA,chemistry,2,2012,19,MultCorrAns,3,31917,479651,0.855,0.078,0.067,0.067,0.933,99,39,MultCorrAns,mark+003,Y2012P2,102,99,99
13796,417086,48769,NA,NA,NA,chemistry,2,2012,20,MultCorrAns,3,48769,479651,0.87,0.029,0.102,0.102,0.898,100,40,MultCorrAns,mark+003,Y2012P2,103,100,100
191340,203591,84720,NA,NA,NA,maths,1,2012,1,SingCorrAns,-103,84720,479651,0.424,0.399,0.177,0.177,0.823,45,41,SingCorrAns,mark-103,Y2012P1,45,45,45
143611,251092,84948,NA,NA,NA,maths,1,2012,2,SingCorrAns,-103,84948,479651,0.523,0.299,0.177,0.177,0.823,44,42,SingCorrAns,mark-103,Y2012P1,44,44,44
146738,261580,71333,NA,NA,NA,maths,1,2012,3,SingCorrAns,-103,71333,479651,0.545,0.306,0.149,0.149,0.851,47,43,SingCorrAns,mark-103,Y2012P1,47,47,47
149376,137346,192929,NA,NA,NA,maths,1,2012,4,SingCorrAns,-103,192929,479651,0.286,0.311,0.402,0.402,0.598,46,44,SingCorrAns,mark-103,Y2012P1,46,46,46
192794,219264,67593,NA,NA,NA,maths,1,2012,5,SingCorrAns,-103,67593,479651,0.457,0.402,0.141,0.141,0.859,43,45,SingCorrAns,mark-103,Y2012P1,43,43,43
237281,172660,69710,NA,NA,NA,maths,1,2012,6,SingCorrAns,-103,69710,479651,0.36,0.495,0.145,0.145,0.855,50,46,SingCorrAns,mark-103,Y2012P1,50,50,50
181859,210324,87468,NA,NA,NA,maths,1,2012,7,SingCorrAns,-103,87468,479651,0.438,0.379,0.182,0.182,0.818,49,47,SingCorrAns,mark-103,Y2012P1,49,49,49
245369,152557,81725,NA,NA,NA,maths,1,2012,8,SingCorrAns,-103,81725,479651,0.318,0.512,0.17,0.17,0.83,42,48,SingCorrAns,mark-103,Y2012P1,42,42,42
287156,141640,50855,NA,NA,NA,maths,1,2012,9,SingCorrAns,-103,50855,479651,0.295,0.599,0.106,0.106,0.894,41,49,SingCorrAns,mark-103,Y2012P1,41,41,41
287944,123080,68627,NA,NA,NA,maths,1,2012,10,SingCorrAns,-103,68627,479651,0.257,0.6,0.143,0.143,0.857,48,50,SingCorrAns,mark-103,Y2012P1,48,48,48
78802,389303,11546,NA,NA,NA,maths,1,2012,11,MultCorrAns,3,11546,479651,0.812,0.164,0.024,0.024,0.976,53,51,MultCorrAns,mark+003,Y2012P1,53,53,53
66634,398550,14467,NA,NA,NA,maths,1,2012,12,MultCorrAns,3,14467,479651,0.831,0.139,0.03,0.03,0.97,54,52,MultCorrAns,mark+003,Y2012P1,54,54,54
71848,366548,41255,NA,NA,NA,maths,1,2012,13,MultCorrAns,3,41255,479651,0.764,0.15,0.086,0.086,0.914,52,53,MultCorrAns,mark+003,Y2012P1,52,52,52
40431,295919,143301,NA,NA,NA,maths,1,2012,14,MultCorrAns,3,143301,479651,0.617,0.084,0.299,0.299,0.701,55,54,MultCorrAns,mark+003,Y2012P1,55,55,55
65318,319249,95084,NA,NA,NA,maths,1,2012,15,MultCorrAns,3,95084,479651,0.666,0.136,0.198,0.198,0.802,51,55,MultCorrAns,mark+003,Y2012P1,51,51,51
51249,398674,29728,NA,NA,NA,maths,1,2012,16,SingDigitInteger,3,29728,479651,0.831,0.107,0.062,0.062,0.938,58,56,SingDigitInteger,mark+003,Y2012P1,58,58,58
64390,369908,45353,NA,NA,NA,maths,1,2012,17,SingDigitInteger,3,45353,479651,0.771,0.134,0.095,0.095,0.905,59,57,SingDigitInteger,mark+003,Y2012P1,59,59,59
60993,394718,23940,NA,NA,NA,maths,1,2012,18,SingDigitInteger,3,23940,479651,0.823,0.127,0.05,0.05,0.95,57,58,SingDigitInteger,mark+003,Y2012P1,57,57,57
65019,330702,83930,NA,NA,NA,maths,1,2012,19,SingDigitInteger,3,83930,479651,0.689,0.136,0.175,0.175,0.825,60,59,SingDigitInteger,mark+003,Y2012P1,60,60,60
76087,298661,104903,NA,NA,NA,maths,1,2012,20,SingDigitInteger,3,104903,479651,0.623,0.159,0.219,0.219,0.781,56,60,SingDigitInteger,mark+003,Y2012P1,56,56,56
221831,171840,85980,NA,NA,NA,maths,2,2012,1,SingCorrAns,-103,85980,479651,0.358,0.462,0.179,0.179,0.821,101,41,SingCorrAns,mark-103,Y2012P2,104,101,101
256491,126659,96501,NA,NA,NA,maths,2,2012,2,SingCorrAns,-103,96501,479651,0.264,0.535,0.201,0.201,0.799,103,42,SingCorrAns,mark-103,Y2012P2,106,103,103
206218,176892,96541,NA,NA,NA,maths,2,2012,3,SingCorrAns,-103,96541,479651,0.369,0.43,0.201,0.201,0.799,102,43,SingCorrAns,mark-103,Y2012P2,105,102,102
184808,212740,82103,NA,NA,NA,maths,2,2012,4,SingCorrAns,-103,82103,479651,0.444,0.385,0.171,0.171,0.829,106,44,SingCorrAns,mark-103,Y2012P2,109,106,106
309270,92004,78377,NA,NA,NA,maths,2,2012,5,SingCorrAns,-103,78377,479651,0.192,0.645,0.163,0.163,0.837,108,45,SingCorrAns,mark-103,Y2012P2,111,108,108
208232,222311,49108,NA,NA,NA,maths,2,2012,6,SingCorrAns,-103,49108,479651,0.463,0.434,0.102,0.102,0.898,104,46,SingCorrAns,mark-103,Y2012P2,107,104,104
164146,216683,98822,NA,NA,NA,maths,2,2012,7,SingCorrAns,-103,98822,479651,0.452,0.342,0.206,0.206,0.794,105,47,SingCorrAns,mark-103,Y2012P2,108,105,105
217797,162252,99602,NA,NA,NA,maths,2,2012,8,SingCorrAns,-103,99602,479651,0.338,0.454,0.208,0.208,0.792,107,48,SingCorrAns,mark-103,Y2012P2,110,107,107
174205,247171,58275,NA,NA,NA,maths,2,2012,9,ParaSingleAns,-103,58275,479651,0.515,0.363,0.121,0.121,0.879,112,49,ParaSingleAns,mark-103,Y2012P2,115,112,112
246737,171452,61462,NA,NA,NA,maths,2,2012,10,ParaSingleAns,-103,61462,479651,0.357,0.514,0.128,0.128,0.872,111,50,ParaSingleAns,mark-103,Y2012P2,114,111,111
218876,212030,48745,NA,NA,NA,maths,2,2012,11,ParaSingleAns,-103,48745,479651,0.442,0.456,0.102,0.102,0.898,109,51,ParaSingleAns,mark-103,Y2012P2,112,109,109
224040,199213,56398,NA,NA,NA,maths,2,2012,12,ParaSingleAns,-103,56398,479651,0.415,0.467,0.118,0.118,0.882,110,52,ParaSingleAns,mark-103,Y2012P2,113,110,110
156554,188888,134209,NA,NA,NA,maths,2,2012,13,ParaSingleAns,-103,134209,479651,0.394,0.326,0.28,0.28,0.72,114,53,ParaSingleAns,mark-103,Y2012P2,117,114,114
149341,243074,87236,NA,NA,NA,maths,2,2012,14,ParaSingleAns,-103,87236,479651,0.507,0.311,0.182,0.182,0.818,113,54,ParaSingleAns,mark-103,Y2012P2,116,113,113
47419,385994,46238,NA,NA,NA,maths,2,2012,15,MultCorrAns,3,46238,479651,0.805,0.099,0.096,0.096,0.904,117,55,MultCorrAns,mark+003,Y2012P2,120,117,117
30617,368811,80223,NA,NA,NA,maths,2,2012,16,MultCorrAns,3,80223,479651,0.769,0.064,0.167,0.167,0.833,116,56,MultCorrAns,mark+003,Y2012P2,119,116,116
37748,351139,90764,NA,NA,NA,maths,2,2012,17,MultCorrAns,3,90764,479651,0.732,0.079,0.189,0.189,0.811,118,57,MultCorrAns,mark+003,Y2012P2,121,118,118
15697,321028,142926,NA,NA,NA,maths,2,2012,18,MultCorrAns,3,142926,479651,0.669,0.033,0.298,0.298,0.702,115,58,MultCorrAns,mark+003,Y2012P2,118,115,115
23266,323455,132930,NA,NA,NA,maths,2,2012,19,MultCorrAns,3,132930,479651,0.674,0.049,0.277,0.277,0.723,119,59,MultCorrAns,mark+003,Y2012P2,122,119,119
